PetID,AdoptionSpeed,bert_prob_0,bert_prob_1,bert_prob_2,bert_prob_3,bert_prob_4
207aa47a6,1,0.03305241,0.3215953,0.26792395,0.21107748,0.1663508
4963e95ce,1,0.02903235,0.3432993,0.33928728,0.19352907,0.09485199
022606901,0,0.01669904,0.24160197,0.20024751,0.28485972,0.25659177
271ca0b0e,1,0.01163867,0.09603894,0.1373426,0.16922373,0.5857561
14fb52f07,2,0.029164404,0.19840474,0.21021584,0.19924545,0.36296955
80bbb481b,1,0.033255633,0.35635564,0.30599198,0.18143883,0.12295795
cc4e55d5b,1,0.03169027,0.33360606,0.30108342,0.20786522,0.12575503
2c08a034c,2,0.042002324,0.3306153,0.26721275,0.16911209,0.19105755
c8d22c965,2,0.024980525,0.12264772,0.17271066,0.1926921,0.486969
bbf6ed419,2,0.031837605,0.26225647,0.25652817,0.2023862,0.24699152
07eb56db1,3,0.008166983,0.056731567,0.35130858,0.5515664,0.03222646
8b94ae06d,2,0.021018248,0.20510773,0.27200958,0.29465035,0.20721412
1c2a20543,3,0.011665746,0.116527826,0.143484,0.24902374,0.47929868
ac59f3533,2,0.027711954,0.1890769,0.23108792,0.24067603,0.31144717
b3170958f,4,0.024107585,0.24277043,0.22651339,0.20666051,0.2999481
ee63ca0b4,4,0.03559095,0.28576,0.27513197,0.22978641,0.17373066
03c49f5aa,1,0.050516214,0.32802406,0.18462773,0.14416127,0.29267067
6da06ed36,4,0.034789864,0.29351446,0.2648274,0.19361703,0.21325119
793e89809,4,0.011694678,0.11976162,0.1684533,0.2510977,0.4489927
38e7577af,1,0.06238306,0.31799367,0.27167952,0.198908,0.14903574
b743aa88e,3,0.04836421,0.20727022,0.23452091,0.179461,0.33038363
f1fb9506a,4,0.0055058664,0.026157495,0.028350392,0.033872224,0.90611404
8910ea0f4,2,0.008022812,0.10708035,0.4089762,0.4531688,0.02275181
cb05f298c,4,0.018673442,0.27719322,0.30715552,0.26521406,0.13176371
c58ad77c4,4,0.011135401,0.20443624,0.3420702,0.35437623,0.087981984
b129e668c,3,0.0061453376,0.08543724,0.16373718,0.37431556,0.3703647
64eed5e14,2,0.034988627,0.3418511,0.21881574,0.20778231,0.19656223
f246cb734,1,0.011147065,0.17699485,0.46410593,0.30426082,0.04349128
fab063ed4,2,0.03363157,0.31776828,0.2762262,0.21277076,0.15960322
d1ef30b8a,4,0.02007502,0.23198405,0.3061111,0.2772463,0.16458353
449290a8b,3,0.03822717,0.2673814,0.30268353,0.24124055,0.15046732
547c7bf41,1,0.047133278,0.3767024,0.25065234,0.17253566,0.1529764
34884c9fc,4,0.02736173,0.31038067,0.1768568,0.21284752,0.2725533
e3b39a9f5,3,0.010645106,0.075434946,0.09270574,0.09515435,0.7260599
06b533b04,3,0.052370336,0.2653403,0.21234915,0.18519866,0.28474158
443682c9f,4,0.017327871,0.23524915,0.26145014,0.32306778,0.16290508
c73c8b6d1,3,0.03054118,0.24309194,0.25607243,0.21339679,0.25689763
faf13c5cd,3,0.047465265,0.25674996,0.287269,0.21701266,0.1915031
c026becc2,3,0.020881256,0.24793492,0.32438135,0.2842307,0.122571774
d21ed8b84,3,0.010488396,0.08920898,0.38411462,0.49211326,0.024074815
e7b44276b,2,0.010047175,0.2144839,0.3715077,0.3775035,0.026457768
4d5e4949a,1,0.033356935,0.33656684,0.29063892,0.19014849,0.14928883
b3ae374f7,2,0.021011516,0.15988912,0.15944521,0.19215976,0.46749443
1caf9686d,3,0.011084821,0.117063425,0.13345106,0.19618367,0.54221696
80fcb8392,1,0.006239638,0.1047488,0.3268251,0.47763425,0.08455227
9baf0d577,3,0.011594191,0.1616084,0.18715663,0.27670696,0.3629338
feec7a438,4,0.026379129,0.12995446,0.15605998,0.16971324,0.51789314
af2ec000a,1,0.013795903,0.15978318,0.19339631,0.33749825,0.2955264
b2145e15d,1,0.037037242,0.3513354,0.2966958,0.1729423,0.14198923
f93ea9f9f,3,0.020159025,0.24819086,0.260567,0.3005681,0.170515
ae6a2116c,4,0.029739276,0.2229149,0.21037182,0.23574926,0.3012247
693a90fda,2,0.02123238,0.27682617,0.37032017,0.2292545,0.10236674
059d8d91f,4,0.02815703,0.28972083,0.2785221,0.223966,0.17963405
e801cb768,4,0.049669474,0.24014257,0.26439595,0.22294472,0.22284727
3ee76f8a2,3,0.0076224995,0.13347563,0.4445758,0.38698825,0.027337868
48f8d1d90,2,0.018463155,0.1546366,0.18262327,0.18066339,0.46361357
356d41ee2,4,0.035844076,0.26706898,0.2403856,0.19154258,0.2651588
dba5f0e5c,3,0.016617533,0.23422971,0.3186869,0.30740267,0.12306321
1e140177f,2,0.011149414,0.19656067,0.2573329,0.33098924,0.20396778
1c2d419ac,4,0.01163867,0.09603894,0.1373426,0.16922373,0.5857561
05d3e4d55,1,0.026986413,0.365542,0.2948464,0.19519551,0.117429726
285758945,4,0.03883885,0.25396147,0.2205689,0.18807419,0.29855657
17d578acc,4,0.018400885,0.21372862,0.3286387,0.29235566,0.14687614
e3f51f5e0,2,0.0120415,0.2191791,0.37395537,0.2995585,0.09526558
5c94ecc07,1,0.04399845,0.32637218,0.2857851,0.1975145,0.14632978
56f9dbc59,3,0.044676602,0.27413666,0.2859305,0.226641,0.16861513
fa1c96e93,3,0.022111218,0.30142242,0.313553,0.26024145,0.102671884
98b1b003d,2,0.029774157,0.2659932,0.31536904,0.22854778,0.16031586
907fc239e,4,0.028772546,0.25319794,0.29480848,0.25203332,0.17118773
bf497e792,3,0.0056129373,0.08989294,0.17457941,0.44951916,0.28039557
998de7b77,4,0.034045037,0.31634176,0.28843936,0.23365085,0.12752299
9b09114c4,2,0.023929752,0.29907072,0.290437,0.24214523,0.14441735
ddd926335,4,0.042687286,0.28214335,0.29789993,0.20445073,0.17281866
a0eec326f,4,0.023801312,0.15752839,0.19052988,0.1883283,0.43981212
b21dea224,2,0.029444173,0.3094915,0.25438076,0.19912769,0.20755588
96b7978d2,0,0.010075855,0.14502767,0.26617017,0.3986436,0.18008268
43c43bfed,4,0.02547388,0.2531988,0.2824975,0.22211087,0.21671899
b16c55a91,2,0.010820901,0.07972235,0.110410795,0.14886123,0.65018475
30eb1004f,3,0.00941971,0.17029145,0.3111181,0.37875155,0.13041918
75c84313d,2,0.026106816,0.23717344,0.27014273,0.21085025,0.25572678
a4e103d6d,4,0.051065158,0.29984716,0.17195538,0.14163634,0.335496
987095c9c,2,0.03854587,0.34122804,0.30063936,0.18192601,0.13766074
55f8f6120,3,0.025020204,0.17279603,0.26067355,0.25463378,0.2868764
03f65bdd3,1,0.036884204,0.27961707,0.3311732,0.24299498,0.10933054
4450385b4,1,0.029606307,0.29190361,0.29269826,0.21254468,0.17324714
57aecbbcf,3,0.017297203,0.12607281,0.15055315,0.18023059,0.52584624
cc068a979,4,0.03225004,0.27552697,0.26342383,0.2223028,0.20649636
2691a20c0,2,0.018626468,0.21613084,0.19667046,0.26384854,0.30472368
c03fe7452,2,0.05282359,0.3404975,0.26060256,0.16571969,0.1803566
1b08020b7,4,0.037274428,0.36960945,0.27839357,0.16880015,0.1459224
0fa39858f,2,0.034563236,0.2877557,0.29051572,0.21448874,0.17267655
6138cd70d,2,0.026840681,0.306289,0.30815282,0.2283387,0.13037883
fdb03c163,3,0.04210942,0.25329673,0.21808141,0.20612805,0.28038436
b5f846518,0,0.048543375,0.3525117,0.22288647,0.18035297,0.19570549
6146d435c,2,0.042130847,0.2893885,0.23982365,0.1911797,0.23747732
d005caf41,2,0.017777337,0.17120115,0.24596637,0.3141157,0.2509394
b6684c4b7,3,0.0112754665,0.16900767,0.3068717,0.353699,0.15914612
3828225de,2,0.012095447,0.17460802,0.21834704,0.35696086,0.23798864
b9f8cf52a,3,0.027598822,0.2962072,0.2620003,0.24232623,0.17186746
c001a0b58,2,0.02270584,0.3474111,0.31582433,0.21454698,0.0995117
cf98480e0,2,0.035116605,0.25332326,0.24767771,0.23922296,0.22465944
3f5ec6144,2,0.024657635,0.28100097,0.35347643,0.23368989,0.10717507
181c10e45,1,0.022119623,0.17535186,0.22204067,0.26035976,0.32012805
1a983eced,2,0.041975886,0.3509382,0.3204654,0.19280657,0.09381398
f0c26af32,4,0.008190254,0.07316221,0.1281555,0.19024616,0.6002459
0f366f264,2,0.007821803,0.1372129,0.34768495,0.41555214,0.091728196
c2aeb6a1f,1,0.01331,0.19600396,0.31301412,0.35286194,0.124809995
03c323fcf,3,0.008299822,0.085778914,0.39708817,0.48544478,0.023388285
8071fcc9c,1,0.025200726,0.2539704,0.29531246,0.27376097,0.15175542
e129ff4a1,2,0.028433304,0.3479234,0.29848868,0.1888478,0.13630682
aa03b987e,2,0.017427469,0.16343038,0.22908391,0.26207417,0.32798406
d0e2179a6,4,0.038196735,0.27433574,0.25669077,0.20196159,0.22881517
b4fafe948,4,0.030889355,0.23293851,0.22960563,0.20434621,0.30222028
70a90deaf,2,0.012290479,0.18907496,0.17458272,0.2739236,0.35012823
cbe4be41b,1,0.023596102,0.29378232,0.20584528,0.22506891,0.25170738
d5df34957,3,0.042554848,0.26653075,0.25255805,0.20084718,0.23750918
5b11611ff,1,0.032039326,0.3340264,0.31768113,0.18994279,0.12631035
e4277c6de,3,0.03741235,0.3041918,0.30470222,0.21945265,0.13424098
7c559dedd,2,0.016258389,0.16554809,0.19543354,0.2783791,0.34438086
3b6f9b47b,3,0.043134883,0.33185998,0.22249407,0.19284213,0.20966892
f99af9837,1,0.010047175,0.2144839,0.3715077,0.3775035,0.026457768
897fde926,2,0.02090652,0.21425702,0.28822944,0.30006874,0.17653829
9945b5ac5,2,0.011406752,0.17769173,0.3343474,0.3903264,0.086227655
daa543c46,3,0.067521244,0.246551,0.23784736,0.1875715,0.2605089
364e3ac89,4,0.01163867,0.09603894,0.1373426,0.16922373,0.5857561
cc195b43d,4,0.017268479,0.1435723,0.16126248,0.21363567,0.4642611
87a243fe6,2,0.04196525,0.32787558,0.30226055,0.19993527,0.12796333
ae64cc2e7,4,0.0059071183,0.047656365,0.08849925,0.13322605,0.7247112
4aa9a342e,0,0.0441162,0.31333882,0.26040897,0.18927653,0.1928595
98c265a0f,4,0.029273987,0.22437915,0.22014558,0.211472,0.31472927
33dc6b53a,4,0.035849523,0.249467,0.2245122,0.1897533,0.300418
a5a4898db,3,0.03332981,0.31583354,0.29935318,0.1915065,0.15997693
efbd4c1e6,3,0.033530526,0.3065409,0.23642263,0.1888404,0.23466556
5360d72a3,2,0.010047175,0.2144839,0.3715077,0.3775035,0.026457768
699a81c51,0,0.038339958,0.34456295,0.30975705,0.20273194,0.1046081
3a97c693e,4,0.042412356,0.31467175,0.30520642,0.2030606,0.1346489
89c8b19eb,1,0.055499643,0.3186827,0.24491405,0.19185556,0.18904805
532ccd0c5,3,0.030112213,0.27901348,0.27832794,0.21446672,0.19807965
ed1f38a40,3,0.0588331,0.2848701,0.24307777,0.16948707,0.24373196
4f7bfcb68,4,0.026862388,0.2641934,0.32737336,0.23200594,0.14956494
13eafff41,1,0.04396416,0.24103008,0.21383102,0.19802304,0.30315164
b5aa74c6a,3,0.011350368,0.21554312,0.41218546,0.29190606,0.069015026
4bcc9f10a,1,0.034843978,0.3243702,0.2464759,0.18128394,0.21302599
c8daba029,4,0.02196276,0.23765874,0.27738482,0.25560075,0.20739293
650a1a505,1,0.0068842513,0.06299281,0.08912619,0.1320099,0.7089869
f6ec35f31,4,0.012622787,0.18140024,0.17543024,0.27646807,0.35407874
bb15b64ea,2,0.009123194,0.19198611,0.4260586,0.32276228,0.05006978
ad66b0f44,4,0.016173527,0.236864,0.3399966,0.2990598,0.10790604
7feb1774c,2,0.036189567,0.32776636,0.26424325,0.19846797,0.17333283
49c216bf8,4,0.0064623444,0.060409684,0.10532423,0.20009556,0.6277082
e4aadf23c,4,0.013686336,0.20521395,0.232125,0.33035484,0.21861984
98686f3bc,4,0.02016691,0.15399635,0.21376896,0.20307237,0.40899536
7cfb6fe9c,1,0.026116055,0.3080214,0.30994853,0.21385503,0.14205898
bba3070ad,4,0.016741563,0.22474143,0.20246577,0.25944248,0.29660875
9166a802a,3,0.025511617,0.25639156,0.26686978,0.27101415,0.18021283
937c2e14f,4,0.06469692,0.22592792,0.22832943,0.17651974,0.30452603
42eac4984,1,0.0141915465,0.2746788,0.26136583,0.26266292,0.18710087
326355730,2,0.010203321,0.15088119,0.44060674,0.35556406,0.042744756
beb93c6ab,4,0.041999508,0.22771235,0.23279534,0.19302559,0.30446717
8d7eff0cc,3,0.009959747,0.058722675,0.3501378,0.54981655,0.031363226
c879064dc,4,0.007132254,0.08036629,0.08139282,0.08576498,0.7453436
96d7ed5de,4,0.025125057,0.2897886,0.19247958,0.20528792,0.28731886
f27974780,1,0.03243687,0.27171296,0.32554558,0.24849895,0.12180569
1c3f79b11,4,0.015697712,0.12401117,0.17055781,0.20562485,0.4841085
1c8b66066,4,0.047878597,0.29038784,0.23232503,0.16893613,0.2604724
0db02527a,3,0.05331263,0.31837615,0.25500086,0.17658786,0.19672252
83b2fae5e,4,0.026200114,0.18538623,0.22507226,0.20330489,0.36003652
370d9c1ba,4,0.020929838,0.23272315,0.29104435,0.2585049,0.19679777
2e73c3dc3,4,0.06709917,0.26342618,0.25633165,0.1846635,0.22847946
5328a3ad8,2,0.01913203,0.2062657,0.29044044,0.35610116,0.12806065
45f9a9f66,1,0.026249943,0.19127351,0.24184597,0.26183382,0.27879682
cf8250644,1,0.04208858,0.25943285,0.25621867,0.19429304,0.24796683
af1b915b3,4,0.02411091,0.23458266,0.27481607,0.28540587,0.18108445
cf78e66fd,2,0.007976795,0.15420537,0.27740115,0.4257645,0.13465214
bd2ad0f9d,1,0.030258305,0.24198098,0.26275894,0.23167677,0.23332494
c78cc1272,4,0.04234088,0.23209251,0.17286058,0.14800623,0.40469974
bf87b176d,4,0.011676229,0.1581703,0.32906207,0.381871,0.11922044
df6205194,3,0.0072451113,0.10243744,0.16899586,0.32973582,0.3915858
226e8fe7c,4,0.013999548,0.16557723,0.25568205,0.2984928,0.26624838
d89ce4c76,1,0.032944627,0.32762322,0.31900743,0.19707263,0.123352095
21579dbcc,1,0.011008075,0.07880577,0.11276705,0.16927272,0.6281464
f83096577,1,0.010047175,0.2144839,0.3715077,0.3775035,0.026457768
ffe0f06ab,2,0.034948282,0.32552466,0.31500962,0.19297224,0.13154523
758a6def9,2,0.010203321,0.15088119,0.44060674,0.35556406,0.042744756
5e74dfc90,4,0.028861443,0.281595,0.30398744,0.22466868,0.16088748
3105b0012,1,0.010607867,0.20968287,0.3287177,0.3384741,0.11251746
4ad400ba0,4,0.029449465,0.24471436,0.25648424,0.24920496,0.22014697
ba3ee71f8,4,0.019454755,0.16411637,0.20662534,0.2603176,0.34948596
bb0dddcf2,4,0.010698055,0.20636171,0.36824635,0.33198592,0.082707964
33aa18b41,1,0.05664523,0.3137873,0.2556131,0.17326386,0.20069046
dcd93c794,3,0.0117538,0.07370995,0.36940324,0.51698774,0.028145246
7ddf00d90,4,0.0046427543,0.048298046,0.08690861,0.13660002,0.7235505
0792dbfa4,3,0.03568561,0.24486457,0.2600442,0.22166331,0.23774233
554c80a2a,3,0.010047175,0.2144839,0.3715077,0.3775035,0.026457768
8d8895245,3,0.017392205,0.23083307,0.2737392,0.3015366,0.1764989
70112a1b9,2,0.031874713,0.3628782,0.28026906,0.17601529,0.14896278
9f2dd031a,4,0.017639209,0.18761703,0.32661352,0.34977219,0.118358076
6aee1d8da,3,0.019784708,0.26309478,0.25619608,0.25146684,0.2094576
417c09a08,2,0.019325165,0.1506583,0.24345194,0.26363906,0.32292554
685b2cbe4,3,0.03561758,0.38204417,0.23432325,0.1664125,0.18160251
ef896feeb,4,0.032513145,0.23231076,0.2136221,0.17965338,0.34190065
c8c7ef646,2,0.025057731,0.26522744,0.24150403,0.25024465,0.21796618
387a8e71a,1,0.044441685,0.26578778,0.2862707,0.21228606,0.19121374
77bb4ce3a,1,0.044814866,0.27791008,0.25981137,0.23893529,0.17852844
799cbc9e1,2,0.02003288,0.21442173,0.25412858,0.27423093,0.23718593
b477ad589,3,0.011966165,0.109645605,0.17082584,0.26535916,0.44220316
02fee7295,2,0.023405131,0.32047072,0.34958157,0.21144667,0.095095895
1e7a3b766,1,0.030064106,0.32079774,0.2809069,0.2151053,0.15312599
5f20dde82,1,0.029108655,0.31575903,0.3029927,0.21130034,0.14083926
4ce620a7a,1,0.0138690155,0.18813771,0.21417342,0.27964818,0.30417165
a9e4d6df7,3,0.019353943,0.14483191,0.22940548,0.24480666,0.36160204
d7a002088,1,0.0107184155,0.18605806,0.4590297,0.31633532,0.027858542
189a8292b,4,0.014053895,0.1073922,0.15374406,0.1768446,0.5479653
ba2d4e877,2,0.018152665,0.22631766,0.27575,0.30059266,0.17918698
be36182ea,4,0.008166983,0.056731567,0.35130858,0.5515664,0.03222646
d8b05d43d,4,0.0063562533,0.11462605,0.21698414,0.41955575,0.24247785
fd71f9fb4,2,0.04106251,0.25795755,0.22497106,0.21185054,0.26415837
812240d28,3,0.0319405,0.2687409,0.24679019,0.18832536,0.264203
534104c8e,3,0.033104554,0.3089864,0.2240877,0.21079527,0.22302604
26dfe8b29,4,0.012064074,0.13663074,0.17816842,0.2397098,0.43342692
d9f772c36,4,0.020713884,0.1604835,0.19137678,0.26107746,0.3663483
853fc56da,4,0.035232328,0.22995535,0.26204938,0.21044646,0.26231652
a015cce59,3,0.037544683,0.27269843,0.23936436,0.2170765,0.23331606
437b06047,3,0.034202006,0.24298628,0.2617669,0.23651814,0.22452669
bd8ce1096,2,0.06693258,0.30127937,0.24488726,0.17570315,0.2111976
b41cb9e51,1,0.022183172,0.2774743,0.34018916,0.24328291,0.116870485
5c30eceb2,3,0.042105485,0.26527098,0.25500762,0.19363244,0.24398343
e94f842c0,4,0.031059993,0.2494325,0.2833354,0.23639846,0.19977362
df59dd59f,2,0.025927112,0.34523186,0.29044577,0.20261538,0.1357798
2a9be9456,1,0.021968758,0.25913015,0.22817513,0.21030664,0.28041932
06cc44fad,3,0.04221156,0.30290225,0.27128124,0.20510323,0.17850171
2b0b80ef6,3,0.009437331,0.066081375,0.36396953,0.53179497,0.02871675
0e80de8ac,2,0.0074618934,0.08207303,0.38589013,0.49898022,0.025594717
5b59ef7ee,4,0.026568383,0.17705017,0.19816239,0.2126868,0.38553232
002230dea,1,0.051316936,0.29705158,0.2661673,0.17599069,0.20947355
b6cea4edc,4,0.03880528,0.2661301,0.2757642,0.21023051,0.20906994
0063f83c9,1,0.035229318,0.30260772,0.29059526,0.20751303,0.16405468
4f1d86875,4,0.027852075,0.25695848,0.24857847,0.19424044,0.2723705
53cab4731,2,0.024939742,0.30759653,0.37482,0.22052278,0.072120935
62b9cb163,3,0.008480628,0.12844692,0.42975214,0.40790558,0.025414737
7026f3191,2,0.041103154,0.31444684,0.1819123,0.15446033,0.30807734
a16c6d55d,1,0.035125352,0.3008273,0.31458107,0.22501752,0.12444878
61d4dc56b,3,0.0127137955,0.18755192,0.22694187,0.3653649,0.20742753
779d50e4f,2,0.008799448,0.24051584,0.38091853,0.33825213,0.031514045
ee93b2d47,3,0.041440453,0.25113997,0.2858158,0.22705764,0.19454618
a8a2aecc3,4,0.02543945,0.32882935,0.33558443,0.21089849,0.099248216
f904be121,2,0.06527368,0.3184805,0.28207186,0.17715156,0.15702248
45af03266,4,0.031164441,0.22137995,0.22303908,0.18124504,0.34317148
96cbe1e48,3,0.03834204,0.31678125,0.29735082,0.20944777,0.13807815
15a06cb97,2,0.01574802,0.26339722,0.36069486,0.28422523,0.07593467
07877aea7,2,0.0062271147,0.0789011,0.15412205,0.29822522,0.4625245
7ee6fe581,4,0.019795382,0.17928569,0.21098103,0.24595879,0.34397906
169184766,2,0.028025996,0.23549083,0.22738111,0.2084084,0.3006937
a0825ad18,0,0.027846744,0.25868604,0.3209348,0.2601777,0.13235475
8ac51d5ce,4,0.022602072,0.29279935,0.32826835,0.23961546,0.11671479
02d9e61ca,4,0.012044781,0.114625864,0.15795048,0.2053499,0.51002896
9f5636404,3,0.009877798,0.12833239,0.26431647,0.43106574,0.16640754
75fc7829e,1,0.02014698,0.2791857,0.22709864,0.2620016,0.2115671
1e7159da4,4,0.028399963,0.27249083,0.2710999,0.2267939,0.20121543
7cd5e5195,3,0.026844399,0.20035814,0.21505336,0.23373963,0.32400453
386e1a0fd,2,0.022428008,0.27240548,0.26494324,0.25646132,0.18376191
7a31d17c7,4,0.007126676,0.08582468,0.16158251,0.28578022,0.45968586
775da0afe,4,0.02677312,0.2710404,0.19858699,0.23253615,0.2710633
289d0bc8a,2,0.026790345,0.3014927,0.30428416,0.23946683,0.12796593
2e41f018c,3,0.008165758,0.12623468,0.24313281,0.45895284,0.16351387
eb6bb82fd,4,0.013125408,0.17545015,0.20653199,0.32045764,0.28443483
9a7a6f554,1,0.028083095,0.36137512,0.31645167,0.1888041,0.10528601
756eaf5eb,2,0.032894615,0.3614504,0.3335139,0.18028371,0.091857396
3b901ae31,4,0.03898499,0.26833168,0.26335132,0.20425263,0.22507937
a83683f66,3,0.022857293,0.2858493,0.313518,0.24711895,0.1306564
82f899eaf,3,0.021992844,0.20358527,0.31801075,0.31692484,0.13948633
de2460808,1,0.01439206,0.1141498,0.1794056,0.20675634,0.48529616
3feae3fb7,3,0.010409895,0.13636355,0.4369977,0.39288157,0.02334722
07914c759,4,0.008145229,0.065953545,0.11846855,0.16897666,0.6384561
77c9c2e64,2,0.013841527,0.17597003,0.22647524,0.30022517,0.28348807
e16fc7feb,4,0.027962448,0.19617452,0.23592852,0.23503564,0.30489886
e8a1f3d1b,1,0.0143204015,0.13506031,0.18216243,0.19717263,0.4712842
155126a9f,4,0.018805668,0.21626097,0.32455784,0.31558892,0.124786615
ccd36a0f2,4,0.013590864,0.09756946,0.14618367,0.1767889,0.56586707
e9cfb355a,4,0.03613625,0.21795087,0.26212415,0.2259308,0.25785792
a3e32d538,3,0.013518957,0.119591,0.20581768,0.26703,0.39404237
9a8a8b6ea,1,0.048580203,0.33994797,0.18268116,0.14630912,0.28248155
c50926700,4,0.012569215,0.14442545,0.17079599,0.22321649,0.4489929
a0b92d7a2,1,0.024263715,0.19588152,0.24613364,0.26590377,0.26781738
47fc12331,2,0.03137418,0.22688018,0.31978032,0.2561845,0.16578081
1d1c1d51d,3,0.01544184,0.09733833,0.13785076,0.18220462,0.5671644
2b6fe231b,3,0.022622705,0.2320579,0.26842424,0.26998195,0.2069132
0cda0894a,4,0.023234915,0.3073547,0.32766223,0.22278433,0.118963875
6154a6716,1,0.030972688,0.26392752,0.32643682,0.25748208,0.121180914
10fa4505d,3,0.03292434,0.2894334,0.28412208,0.20204103,0.19147912
7bc54baef,4,0.029765097,0.28732073,0.26739565,0.21891269,0.19660588
ebd3ef2f9,3,0.024289044,0.17721596,0.22595027,0.22014688,0.35239786
85e72abd0,1,0.04681572,0.29306722,0.2609617,0.18718484,0.21197051
f5fc7d4a5,4,0.017759595,0.13613378,0.17366162,0.1991976,0.47324744
e7c1eb9ec,3,0.021461759,0.27415547,0.33506292,0.24553648,0.12378342
abadb839a,4,0.02102684,0.1501928,0.1971326,0.21659182,0.41505596
c5aeec694,1,0.027960999,0.29400867,0.3195973,0.2564613,0.10197171
fe16bb525,3,0.020818189,0.25640696,0.3043122,0.24925669,0.16920592
7f5cb9583,1,0.03102408,0.35218087,0.31737873,0.1710961,0.12832019
6d87736bc,1,0.036125194,0.35801303,0.26731265,0.18684569,0.15170342
66b206dbe,0,0.019981148,0.19109349,0.25115502,0.26010767,0.27766266
46feadc45,1,0.03385778,0.33586088,0.30750513,0.19437848,0.12839766
18dab2783,2,0.024030294,0.29167545,0.31707245,0.23920289,0.12801893
f45171393,4,0.024032345,0.18578638,0.24692623,0.21915384,0.3241012
35178a75a,2,0.029005826,0.2690416,0.25809523,0.27208582,0.17177153
66eb1d49b,4,0.040773902,0.22649923,0.24855843,0.20219022,0.28197825
4a311c6dc,4,0.02613291,0.22981197,0.24296704,0.24812989,0.25295815
36bec0c95,3,0.022192268,0.3145598,0.32215342,0.2324225,0.10867203
b48d47214,4,0.014106747,0.16696672,0.3351277,0.35132846,0.13247032
1f983f20b,3,0.023894,0.20166571,0.2824646,0.2995852,0.19239047
183160bf0,4,0.02747492,0.17128286,0.20153815,0.20568906,0.394015
073f265c3,1,0.038286436,0.2630184,0.22727981,0.22851025,0.2429051
6120ace5c,2,0.0056535075,0.090351254,0.25998998,0.44149882,0.2025065
f08503742,2,0.006159068,0.056728847,0.09736408,0.17210306,0.667645
acb248693,3,0.02446511,0.20054351,0.2115403,0.18775694,0.37569413
d4c153877,1,0.017477,0.26826218,0.23618604,0.24867994,0.22939482
99daba941,4,0.033238538,0.22324184,0.21904136,0.19294333,0.33153486
0b051c8b3,3,0.01313513,0.27220842,0.31871364,0.28026444,0.11567841
d5053eb47,3,0.00973936,0.1602233,0.33398038,0.39697954,0.09907744
b2b5ee33a,3,0.031387676,0.1885289,0.19857986,0.17251903,0.4089845
0a76a6cf3,2,0.017017988,0.120723754,0.1500303,0.15979953,0.5524284
e4f7394ef,4,0.01748903,0.21430616,0.32746118,0.32208177,0.11866185
a8cfb849e,3,0.0155224465,0.26940364,0.38527578,0.26347715,0.06632096
ec15875ea,3,0.012104587,0.15666549,0.296793,0.37776348,0.15667337
f9347cf8e,0,0.019721715,0.2114899,0.24963671,0.2381482,0.28100348
dfb0b0928,4,0.013176478,0.104255415,0.3318919,0.45417783,0.09649844
ec2c40301,1,0.04591137,0.32719085,0.31051737,0.2105867,0.105793744
a6fbe0f38,3,0.036260374,0.30697474,0.30751988,0.20678806,0.14245693
c9d24314b,1,0.014199307,0.25715673,0.22839516,0.28616026,0.21408853
abd7a3201,4,0.008607924,0.06731893,0.11194332,0.16918828,0.6429416
5944cef68,1,0.04265053,0.22242537,0.25528002,0.21504763,0.2645964
05a05d562,1,0.036243685,0.33053926,0.26743808,0.17576022,0.19001876
44db1cade,4,0.024199786,0.23126149,0.19184293,0.20754682,0.34514895
a56d6eceb,2,0.02588404,0.3430125,0.3343065,0.20401455,0.0927824
8e5356302,4,0.026231714,0.22134691,0.21570013,0.23874152,0.29797974
2d00520ed,3,0.043246243,0.29158422,0.29326096,0.22364841,0.1482601
36010cec4,3,0.012748754,0.17992505,0.2231874,0.32420433,0.25993443
f336dbe0f,4,0.037857663,0.23146562,0.27882114,0.26498905,0.18686658
076d6f830,2,0.03337754,0.37145868,0.3132082,0.17875396,0.10320169
0b3b23c20,4,0.066232376,0.22517602,0.22960699,0.17760876,0.30137584
5ae7359ab,2,0.03603807,0.33267954,0.28639674,0.19464016,0.15024553
c6bb64d82,3,0.04502904,0.34421977,0.29284102,0.17429125,0.14361885
eb64e3d68,2,0.036160067,0.2504945,0.29904944,0.24565178,0.16864425
6d2c3b550,2,0.02068174,0.30969575,0.36146215,0.22258827,0.08557214
fdc472b2e,1,0.00947897,0.12498929,0.1154668,0.15786393,0.592201
ad6cfec5c,1,0.010269226,0.21310332,0.3247337,0.35410386,0.09778986
a2c44e0b3,4,0.005090622,0.058072966,0.09280384,0.1458134,0.6982192
4f1d0410d,2,0.03281417,0.35504934,0.30518347,0.18908401,0.11786901
9ee623346,1,0.023173442,0.20142646,0.24155326,0.28056324,0.25328362
5163abb6e,3,0.02244644,0.1991053,0.2701717,0.2433775,0.26489905
77d4eba90,3,0.007456496,0.100397214,0.16113673,0.28659242,0.44441712
3f53ec8cd,4,0.029842012,0.20750546,0.22157012,0.20219542,0.33888698
59c3497c1,4,0.016426343,0.14405903,0.13536286,0.17867592,0.52547586
b1be2a9e8,4,0.0411583,0.24768728,0.23272656,0.20190363,0.27652425
56b63bfb3,3,0.034684625,0.23761621,0.2709869,0.29709423,0.15961806
