PetID,AdoptionSpeed,distilroberta_prob_0,distilroberta_prob_1,distilroberta_prob_2,distilroberta_prob_3,distilroberta_prob_4
cc3fe68d2,2,0.01213402,0.14333236,0.38299298,0.27503127,0.1865094
9296c9064,3,0.011648432,0.38248155,0.3484703,0.24180341,0.015596362
bbf3097d0,1,0.020326613,0.55128926,0.268664,0.1157372,0.043982886
4891fdacd,4,0.018650724,0.024561128,0.061312746,0.08154864,0.8139268
296bafb6e,3,0.029949078,0.43187395,0.3190092,0.14549813,0.073669635
865ee6652,3,0.0045943535,0.035405807,0.3776298,0.51995397,0.06241602
88a264f0d,2,0.0036069562,0.08622076,0.48043722,0.42294395,0.0067911255
0a266921d,1,0.049368527,0.22589941,0.22270282,0.14420597,0.35782325
6dc193313,2,0.041725498,0.16278511,0.28531852,0.19958821,0.3105827
351f3746c,1,0.021776397,0.051486745,0.054447535,0.056740925,0.81554836
6185f59bf,4,0.012113444,0.3625178,0.3789458,0.19932656,0.047096405
f32059805,2,0.024947321,0.22413445,0.25916258,0.15481514,0.3369405
4370b5ff7,2,0.035867307,0.34630847,0.34247255,0.22928707,0.0460646
7ad53619d,4,0.0075836913,0.048871983,0.1550699,0.17300129,0.6154732
29a2ecf1f,2,0.006740533,0.33734816,0.42490265,0.22485377,0.006154912
a0124e47a,1,0.0074496116,0.2176505,0.42840475,0.3216882,0.024806924
965054b9e,2,0.00777476,0.42674714,0.35886285,0.17782569,0.02878957
380eaa884,2,0.0064811027,0.27618882,0.3670881,0.33944342,0.010798591
bcf8ec029,4,0.050559983,0.484605,0.25866306,0.1349833,0.07118857
8eb5d1d04,2,0.01021587,0.088434935,0.3404413,0.42776772,0.13314019
74f4cfdf6,4,0.009673758,0.029149065,0.07752854,0.10871114,0.77493757
9ede28a9d,4,0.0068328264,0.09166852,0.29007906,0.28052947,0.33089015
68860d109,1,0.06448165,0.37448964,0.2790415,0.12740256,0.15458459
2e726c62d,1,0.041091096,0.5740371,0.21125498,0.12767723,0.04593963
586585da9,1,0.027291484,0.124685556,0.34448126,0.29397222,0.20956944
c4a3c0456,2,0.0055883084,0.2375163,0.48470572,0.26411387,0.008075848
925c3854a,1,0.03935306,0.15664752,0.09052075,0.053763397,0.6597153
b1ed265ef,3,0.005062934,0.08700585,0.29187924,0.2841664,0.33188558
1fecd2bab,2,0.00804636,0.15130143,0.3263567,0.23622334,0.27807218
a5acfe9ed,1,0.008472684,0.2206692,0.3654962,0.3728251,0.032536853
e68926f8d,4,0.017049424,0.36423358,0.3143927,0.17378443,0.13053986
7611934a0,2,0.0043853614,0.28465968,0.4349181,0.26959684,0.0064401133
0a4203544,1,0.025167106,0.10079424,0.287121,0.24486545,0.3420522
687be6419,3,0.04397244,0.5707286,0.1995458,0.09916213,0.086591035
cf66d011e,3,0.005881707,0.020087738,0.36352548,0.5920488,0.018456256
10516f3c6,4,0.027573189,0.43318483,0.28326854,0.15319316,0.10278027
9b344389b,3,0.014901823,0.17724138,0.32715455,0.23764537,0.24305683
97f0e7ec2,3,0.008999585,0.073169395,0.38143483,0.371257,0.16513921
c2b2da9dd,1,0.014551563,0.2225974,0.3906384,0.24493326,0.12727933
b3db0fa59,2,0.0055168997,0.10359435,0.42826718,0.45379612,0.008825465
80de23d7a,1,0.017010944,0.174366,0.40456623,0.23020385,0.17385295
2405c5660,2,0.0742229,0.5208138,0.18712969,0.12374439,0.09408917
3df923a0e,1,0.007919687,0.19157964,0.34051907,0.24550813,0.21447346
0fd78af13,4,0.008247388,0.0546581,0.22149274,0.30312148,0.41248026
5ca64db1a,0,0.039711338,0.07759988,0.041571956,0.031683538,0.8094333
503a567ed,2,0.0065515693,0.025706746,0.28140965,0.40934685,0.27698523
acfaf9210,4,0.017407767,0.058044337,0.11929989,0.11238944,0.6928586
eaf610cd0,1,0.014279947,0.05917417,0.096561946,0.10539582,0.72458804
6f863a03a,2,0.0033518479,0.017409295,0.31551227,0.5481318,0.11559482
359dd0b52,2,0.009279276,0.21459152,0.44596136,0.2812686,0.04889931
4ef15a1c6,2,0.017302448,0.5451651,0.2905841,0.1302686,0.016679768
1d20ba693,4,0.01044427,0.23028779,0.39012262,0.2328463,0.13629901
d7331834d,1,0.015451274,0.1313496,0.30292124,0.24439953,0.30587834
130797334,1,0.056111243,0.07153907,0.056908563,0.052518636,0.7629225
63697128e,4,0.009013761,0.039576728,0.124065384,0.13501205,0.6923321
538a89b59,4,0.026889639,0.22178857,0.4446027,0.29533926,0.01137985
cbf20c4b0,4,0.0063014925,0.053712394,0.26815635,0.39224294,0.2795868
add617e3c,1,0.022795254,0.09436984,0.2960721,0.26339063,0.32337222
2ad6c7675,3,0.008219237,0.3999091,0.32988724,0.19606544,0.06591897
0fe8ffc8e,3,0.032759696,0.22729638,0.3957395,0.24408811,0.100116275
6db27dbb7,0,0.025515944,0.096457936,0.44698697,0.258321,0.1727182
7582d1ab2,1,0.09801086,0.52534205,0.20867114,0.13578759,0.03218839
6709f43e8,4,0.0058071176,0.1077357,0.294917,0.36400506,0.22753516
97baac4eb,1,0.024863457,0.07949879,0.080847695,0.07555095,0.73923916
afa694eb4,3,0.002281457,0.029889295,0.3859932,0.55914336,0.022692716
70c30b53f,3,0.044515163,0.31200796,0.33830035,0.2861702,0.019006334
b52b8d946,4,0.011863811,0.12822655,0.31712803,0.27957532,0.2632063
8bb1c8a6f,2,0.032326944,0.33719617,0.29605496,0.19297951,0.14144236
c92cdde7f,2,0.0043945108,0.15705712,0.5080057,0.32108125,0.00946145
e748f52b7,2,0.0074471,0.033321917,0.4283088,0.52215016,0.008772003
207aa47a6,1,0.03164464,0.473935,0.27913144,0.12725532,0.08803361
4963e95ce,1,0.012985764,0.5019651,0.30950567,0.15827885,0.017264606
022606901,0,0.027446253,0.4971899,0.23738798,0.12925524,0.1087206
271ca0b0e,1,0.013143187,0.028204095,0.035297114,0.0474605,0.875895
14fb52f07,2,0.018326301,0.056787487,0.12324379,0.11910784,0.6825346
80bbb481b,1,0.0071767494,0.5393834,0.31197578,0.1358495,0.005614544
cc4e55d5b,1,0.014195249,0.51825875,0.30652577,0.14725459,0.013765634
2c08a034c,2,0.04457424,0.37359852,0.29539797,0.16036485,0.12606443
c8d22c965,2,0.026393117,0.042067323,0.17171022,0.20976704,0.55006224
bbf6ed419,2,0.007717023,0.14227992,0.30989292,0.22165972,0.31845036
07eb56db1,3,0.0033518479,0.017409295,0.31551227,0.5481318,0.11559482
8b94ae06d,2,0.034718674,0.24939437,0.27051365,0.17801026,0.26736307
1c2a20543,3,0.005924979,0.028068777,0.06135422,0.10101786,0.80363417
ac59f3533,2,0.045958214,0.17959292,0.2528548,0.16567217,0.3559219
b3170958f,4,0.014901749,0.16079937,0.20524842,0.16166216,0.45738828
ee63ca0b4,4,0.026340842,0.19987875,0.33759877,0.26925668,0.16692491
03c49f5aa,1,0.05923628,0.20627196,0.09162498,0.058045335,0.5848214
6da06ed36,4,0.024970043,0.1706226,0.15483955,0.100150086,0.54941773
793e89809,4,0.00931316,0.08461368,0.12221902,0.10114343,0.6827107
38e7577af,1,0.1835305,0.28104803,0.33254802,0.18064167,0.022231808
b743aa88e,3,0.01858136,0.03512842,0.034115944,0.032706022,0.8794683
f1fb9506a,4,0.012635651,0.010108998,0.007117806,0.009936212,0.9602013
8910ea0f4,2,0.008608164,0.11994215,0.531176,0.3372694,0.0030042883
cb05f298c,4,0.008903911,0.38219348,0.35491893,0.22493255,0.029051168
c58ad77c4,4,0.003542001,0.13379145,0.4110492,0.3872493,0.06436806
b129e668c,3,0.0030242486,0.10350737,0.39453655,0.45809433,0.040837493
64eed5e14,2,0.027228076,0.43153948,0.31146434,0.17860742,0.051160734
f246cb734,1,0.0040030116,0.089205295,0.53529805,0.3671639,0.0043297117
fab063ed4,2,0.022112075,0.48367128,0.26741683,0.1402366,0.086563185
d1ef30b8a,4,0.0037579502,0.02169817,0.38290438,0.538698,0.05294147
449290a8b,3,0.012184626,0.121639684,0.46222562,0.37804976,0.025900308
547c7bf41,1,0.04275708,0.6057943,0.23300792,0.094206825,0.024233902
34884c9fc,4,0.013512501,0.31345508,0.36647257,0.29403272,0.012527117
e3b39a9f5,3,0.00911662,0.033044577,0.05214174,0.04769689,0.8580001
06b533b04,3,0.05293985,0.35201207,0.22002451,0.13755532,0.23746823
443682c9f,4,0.005948008,0.23106773,0.45598683,0.29720134,0.009796089
c73c8b6d1,3,0.0153446235,0.13546437,0.39728332,0.30807027,0.1438374
faf13c5cd,3,0.03206681,0.1435265,0.1289001,0.074938774,0.62056786
c026becc2,3,0.016640708,0.1413285,0.24694988,0.19732232,0.3977585
d21ed8b84,3,0.0070247077,0.027200105,0.4056959,0.54855835,0.011520902
e7b44276b,2,0.013693065,0.12673788,0.40042576,0.45062032,0.008522982
4d5e4949a,1,0.02019604,0.47746733,0.27861524,0.12536927,0.098352164
b3ae374f7,2,0.030581519,0.17548959,0.20342341,0.153647,0.43685853
1caf9686d,3,0.0071736905,0.15196796,0.3545044,0.34985295,0.13650098
80fcb8392,1,0.00676795,0.05360521,0.41188163,0.5118402,0.015904998
9baf0d577,3,0.0048421137,0.16871391,0.3925675,0.29151404,0.1423625
feec7a438,4,0.052088007,0.11236358,0.11480154,0.061862405,0.6588844
af2ec000a,1,0.0055341967,0.16141735,0.37925628,0.3881892,0.065603
b2145e15d,1,0.028479245,0.45547304,0.30250087,0.13819146,0.075355396
f93ea9f9f,3,0.0075267823,0.19354875,0.33858913,0.4396476,0.02068773
ae6a2116c,4,0.023110272,0.1036818,0.1925392,0.1761392,0.50452954
693a90fda,2,0.007985382,0.43908384,0.37387258,0.15899365,0.02006453
059d8d91f,4,0.005099879,0.09537746,0.4263791,0.45814332,0.01500021
e801cb768,4,0.027513763,0.24695976,0.33941567,0.22525007,0.16086072
3ee76f8a2,3,0.0053630043,0.11325092,0.5154896,0.3621695,0.0037269697
48f8d1d90,2,0.0097571295,0.29308105,0.3615156,0.259553,0.07609319
356d41ee2,4,0.05511955,0.38125336,0.23359407,0.12286603,0.20716703
dba5f0e5c,3,0.014987768,0.374232,0.3617415,0.24448882,0.0045498684
1e140177f,2,0.022968091,0.12015499,0.21383345,0.1860033,0.4570402
1c2d419ac,4,0.013143187,0.028204095,0.035297114,0.0474605,0.875895
05d3e4d55,1,0.009115268,0.5422221,0.29279953,0.13645387,0.019409234
285758945,4,0.046761896,0.24438459,0.21318279,0.13217166,0.36349908
17d578acc,4,0.008253087,0.08034,0.24829961,0.30812642,0.35498092
e3f51f5e0,2,0.0050649536,0.36862627,0.39646465,0.22439238,0.0054517165
5c94ecc07,1,0.038832285,0.34937143,0.32032052,0.14878748,0.14268827
56f9dbc59,3,0.04334631,0.4280599,0.30410665,0.2044399,0.020047296
fa1c96e93,3,0.0055661662,0.15078832,0.4428149,0.3879054,0.012925245
98b1b003d,2,0.015853683,0.33286414,0.39125788,0.18860283,0.071421534
907fc239e,4,0.02958979,0.15798165,0.38516384,0.34222966,0.08503504
bf497e792,3,0.005729116,0.04299846,0.3140335,0.52886313,0.10837581
998de7b77,4,0.026757041,0.1496104,0.20264715,0.25547877,0.36550662
9b09114c4,2,0.005300436,0.20399791,0.47404042,0.29843518,0.018226067
ddd926335,4,0.01180642,0.049007792,0.047774285,0.035926867,0.85548466
a0eec326f,4,0.01397914,0.11822132,0.1782348,0.15234047,0.5372243
b21dea224,2,0.020319428,0.06206651,0.06295026,0.057924055,0.7967397
96b7978d2,0,0.003292502,0.097665586,0.4435854,0.4211848,0.03427176
43c43bfed,4,0.022597061,0.050207846,0.25600526,0.29450366,0.37668616
b16c55a91,2,0.03081408,0.15116523,0.2505738,0.16420396,0.40324295
30eb1004f,3,0.0039497083,0.07209536,0.33416402,0.45538017,0.13441075
75c84313d,2,0.023708878,0.41051975,0.35220698,0.14106981,0.07249462
a4e103d6d,4,0.069040194,0.20909025,0.09952259,0.06525815,0.5570888
987095c9c,2,0.0676127,0.47674856,0.2647434,0.12636848,0.06452696
55f8f6120,3,0.02410897,0.026725102,0.2549202,0.3588052,0.33544055
03f65bdd3,1,0.03462916,0.22294936,0.41686136,0.24622177,0.07933838
4450385b4,1,0.022020094,0.17461307,0.37588587,0.24596536,0.18151559
57aecbbcf,3,0.022981236,0.07323346,0.120678626,0.12788783,0.6552189
cc068a979,4,0.01413626,0.14904164,0.2886191,0.2078083,0.34039468
2691a20c0,2,0.0059886063,0.088293985,0.18326414,0.19265537,0.5297979
c03fe7452,2,0.062788196,0.3445946,0.3114177,0.2093704,0.07182906
1b08020b7,4,0.035938393,0.4803113,0.29008067,0.14318676,0.050482865
0fa39858f,2,0.014607805,0.18941829,0.3097377,0.29587144,0.19036473
6138cd70d,2,0.007432245,0.10839427,0.429046,0.44666275,0.0084647145
fdb03c163,3,0.055831607,0.4720387,0.23757787,0.10709783,0.12745407
b5f846518,0,0.020777965,0.0217336,0.014901589,0.015689565,0.92689735
6146d435c,2,0.037709337,0.2615909,0.12542836,0.067600064,0.5076713
d005caf41,2,0.0043141847,0.04115734,0.41615766,0.5186174,0.01975339
b6684c4b7,3,0.008351708,0.056815106,0.16476117,0.1901412,0.57993084
3828225de,2,0.0062221903,0.3048293,0.34499753,0.3204006,0.023550384
b9f8cf52a,3,0.00801782,0.4448338,0.33146733,0.19329461,0.022386428
c001a0b58,2,0.018095043,0.62164617,0.24455374,0.10654718,0.009157847
cf98480e0,2,0.019187083,0.3685653,0.37052137,0.18082874,0.060897484
3f5ec6144,2,0.036992297,0.34217623,0.25538427,0.14744344,0.2180037
181c10e45,1,0.013882101,0.18246062,0.24918255,0.18414155,0.37033314
1a983eced,2,0.09996075,0.4865572,0.24960129,0.15654142,0.007339329
f0c26af32,4,0.00597966,0.050140884,0.27526602,0.30410653,0.36450693
0f366f264,2,0.0069680046,0.14032903,0.44419846,0.39083743,0.017667022
c2aeb6a1f,1,0.004618004,0.080783494,0.3886037,0.4849803,0.041014563
03c323fcf,3,0.0064634774,0.028759236,0.40428331,0.5493529,0.011141059
8071fcc9c,1,0.013289882,0.38905728,0.3636768,0.22615446,0.007821558
e129ff4a1,2,0.032143746,0.46324974,0.29985154,0.14103562,0.06371928
aa03b987e,2,0.007940903,0.09775842,0.27306134,0.21835682,0.40288258
d0e2179a6,4,0.024930209,0.23582864,0.39758998,0.25336942,0.088281766
b4fafe948,4,0.01825765,0.5008044,0.29374015,0.14330326,0.04389454
70a90deaf,2,0.022046026,0.29929492,0.19492766,0.12639365,0.35733768
cbe4be41b,1,0.0437833,0.2835368,0.3322822,0.20251936,0.13787837
d5df34957,3,0.03582311,0.22120461,0.45215395,0.27562803,0.015190282
5b11611ff,1,0.01694984,0.3697362,0.37889495,0.19940285,0.03501615
e4277c6de,3,0.008093531,0.13470727,0.4089195,0.4108945,0.03738519
7c559dedd,2,0.0056166467,0.048758946,0.18334733,0.2311893,0.53108776
3b6f9b47b,3,0.027096292,0.040100288,0.028482612,0.024641018,0.8796797
f99af9837,1,0.008731308,0.34275883,0.32773134,0.31597483,0.004803666
897fde926,2,0.00530134,0.06902833,0.35475293,0.40635335,0.16456409
9945b5ac5,2,0.013720977,0.23671782,0.30805236,0.23745371,0.20405518
daa543c46,3,0.11223605,0.12326994,0.13536611,0.087886415,0.54124147
364e3ac89,4,0.013143187,0.028204095,0.035297114,0.0474605,0.875895
cc195b43d,4,0.023870984,0.06374826,0.08721972,0.08138803,0.7437729
87a243fe6,2,0.021290239,0.36775115,0.40256625,0.16291273,0.045479596
ae64cc2e7,4,0.006201505,0.009115052,0.013092965,0.02273623,0.94885427
4aa9a342e,0,0.08274692,0.28990793,0.17002591,0.10330099,0.3540183
98c265a0f,4,0.013135006,0.22488908,0.36657324,0.22590312,0.16949955
33dc6b53a,4,0.036969207,0.21636368,0.20757847,0.1350983,0.40399045
a5a4898db,3,0.016178021,0.26236793,0.35734597,0.20260546,0.16150257
efbd4c1e6,3,0.0067311274,0.28514704,0.38066417,0.28258288,0.044874817
5360d72a3,2,0.008731308,0.34275883,0.32773134,0.31597483,0.004803666
699a81c51,0,0.0508745,0.3292111,0.3387798,0.19523396,0.08590069
3a97c693e,4,0.035620637,0.4037444,0.30795696,0.14340483,0.10927317
89c8b19eb,1,0.057843033,0.4775431,0.26994333,0.13035396,0.064316556
532ccd0c5,3,0.007858201,0.06342224,0.30695894,0.31760103,0.30415958
ed1f38a40,3,0.08221074,0.11591117,0.1747987,0.13303953,0.49403986
4f7bfcb68,4,0.012484564,0.41547167,0.32997882,0.17540269,0.06666221
13eafff41,1,0.05920632,0.45601493,0.21336581,0.1063149,0.16509804
b5aa74c6a,3,0.0047119963,0.19889887,0.4369224,0.35221767,0.007249062
4bcc9f10a,1,0.03894967,0.49574563,0.2931393,0.12668757,0.04547786
c8daba029,4,0.008960935,0.16226535,0.41809216,0.3182442,0.09243734
650a1a505,1,0.029001212,0.077732295,0.08739748,0.080267966,0.72560114
f6ec35f31,4,0.0054528974,0.21896346,0.44139537,0.30689526,0.027292965
bb15b64ea,2,0.0064178705,0.15565781,0.5406317,0.2941317,0.0031608625
ad66b0f44,4,0.010483207,0.17599854,0.3958308,0.3047957,0.112891726
7feb1774c,2,0.018159576,0.33629665,0.3424044,0.18438374,0.11875562
49c216bf8,4,0.004835427,0.014490579,0.06705885,0.12045834,0.79315674
e4aadf23c,4,0.012944325,0.23697211,0.3850128,0.26042163,0.104649074
98686f3bc,4,0.005451341,0.065300904,0.1733874,0.16257489,0.5932855
7cfb6fe9c,1,0.0133811,0.19164059,0.31465974,0.23348497,0.2468336
bba3070ad,4,0.017007586,0.25653997,0.30823734,0.21678832,0.20142674
9166a802a,3,0.015236509,0.12776607,0.3958714,0.41949463,0.041631404
937c2e14f,4,0.008513283,0.05052741,0.11039619,0.108223744,0.7223394
42eac4984,1,0.021152886,0.15500723,0.30720645,0.2727463,0.24388717
326355730,2,0.0032895561,0.0633942,0.50341326,0.4241266,0.005776391
beb93c6ab,4,0.03754264,0.31123257,0.33551612,0.18599488,0.12971376
8d7eff0cc,3,0.0073545184,0.022068264,0.34500837,0.59264165,0.032927133
c879064dc,4,0.012667459,0.07220831,0.07911051,0.06360346,0.7724103
96d7ed5de,4,0.039159946,0.14352582,0.12022489,0.11995121,0.5771381
f27974780,1,0.01979291,0.38123277,0.38307002,0.20060201,0.015302348
1c3f79b11,4,0.008287388,0.031625986,0.20148277,0.27488884,0.48371497
1c8b66066,4,0.01812663,0.3581215,0.24179515,0.14015634,0.24180041
0db02527a,3,0.056794852,0.45342433,0.26446074,0.12868002,0.09664
83b2fae5e,4,0.04931764,0.074266195,0.07681588,0.06103645,0.73856384
370d9c1ba,4,0.01358331,0.062872544,0.48659027,0.42428777,0.012666094
2e73c3dc3,4,0.033400536,0.22514316,0.42384994,0.21972907,0.09787732
5328a3ad8,2,0.010993406,0.22895898,0.33687216,0.2976094,0.1255661
45f9a9f66,1,0.008841861,0.19374529,0.38582852,0.2658081,0.1457762
cf8250644,1,0.03143942,0.19477563,0.25415525,0.16308755,0.35654217
af1b915b3,4,0.031551532,0.42908138,0.31772605,0.18305953,0.038581554
cf78e66fd,2,0.006508999,0.25347108,0.40286538,0.32783267,0.009321905
bd2ad0f9d,1,0.009584674,0.49128506,0.32909852,0.1633523,0.006679405
c78cc1272,4,0.062347542,0.2898017,0.18122672,0.09255155,0.37407246
bf87b176d,4,0.015759466,0.097194,0.33561024,0.36590782,0.18552852
df6205194,3,0.007144994,0.111854404,0.3484684,0.38062742,0.15190479
226e8fe7c,4,0.009859511,0.015804896,0.02894833,0.035885196,0.9095021
d89ce4c76,1,0.020914635,0.42907107,0.3225669,0.15972634,0.0677211
21579dbcc,1,0.0305725,0.07245677,0.15551043,0.17168388,0.5697765
f83096577,1,0.008731308,0.34275883,0.32773134,0.31597483,0.004803666
ffe0f06ab,2,0.017453792,0.25629938,0.35794717,0.31193772,0.05636195
758a6def9,2,0.0032895561,0.0633942,0.50341326,0.4241266,0.005776391
5e74dfc90,4,0.009734683,0.14830269,0.35134485,0.26907438,0.2215434
3105b0012,1,0.014683845,0.32273427,0.3640017,0.28906667,0.009513557
4ad400ba0,4,0.012285394,0.16257331,0.21808551,0.1798057,0.42725012
ba3ee71f8,4,0.011225662,0.05890505,0.14014725,0.17752594,0.61219615
bb0dddcf2,4,0.0036139346,0.0987801,0.46678454,0.41938505,0.011436358
33aa18b41,1,0.041788578,0.56272006,0.24681167,0.13377716,0.014902571
dcd93c794,3,0.0066487216,0.030343723,0.42666662,0.5260786,0.010262359
7ddf00d90,4,0.003906459,0.01008533,0.03192535,0.07998904,0.8740938
0792dbfa4,3,0.029565433,0.3797335,0.35449925,0.19555996,0.040641833
554c80a2a,3,0.008731308,0.34275883,0.32773134,0.31597483,0.004803666
8d8895245,3,0.007533435,0.18243797,0.35164356,0.2620666,0.1963184
70112a1b9,2,0.040749267,0.39176306,0.26403138,0.14379884,0.1596574
9f2dd031a,4,0.0075974404,0.03135404,0.33260646,0.47511002,0.15333207
6aee1d8da,3,0.018715564,0.39112574,0.38489786,0.17112704,0.03413379
417c09a08,2,0.007998223,0.01011169,0.008757245,0.011959249,0.9611736
685b2cbe4,3,0.04904835,0.48209348,0.28365868,0.13209218,0.053107288
ef896feeb,4,0.030041669,0.3773633,0.25989655,0.17808202,0.15461646
c8c7ef646,2,0.01124378,0.34051716,0.3539912,0.27695197,0.017295914
387a8e71a,1,0.045725033,0.49780294,0.27618438,0.10066172,0.07962592
77bb4ce3a,1,0.09332396,0.21223652,0.40536806,0.2460268,0.04304467
799cbc9e1,2,0.005152764,0.15303211,0.40529492,0.31767508,0.11884509
b477ad589,3,0.012245511,0.022622116,0.098568,0.13318339,0.73338103
02fee7295,2,0.008079022,0.18434472,0.50999993,0.29260427,0.0049721124
1e7a3b766,1,0.010477766,0.54820675,0.27408946,0.13050278,0.036723264
5f20dde82,1,0.022647545,0.39275563,0.34683582,0.1638746,0.07388644
4ce620a7a,1,0.012275617,0.15804423,0.23383376,0.19475187,0.40109453
a9e4d6df7,3,0.010118635,0.0332105,0.037363563,0.042012006,0.87729526
d7a002088,1,0.011833759,0.28520578,0.47910494,0.22096108,0.0028944246
189a8292b,4,0.008515433,0.02348138,0.04926275,0.06350628,0.85523415
ba2d4e877,2,0.0052568903,0.14236571,0.26333517,0.29153714,0.29750508
be36182ea,4,0.0033518479,0.017409295,0.31551227,0.5481318,0.11559482
d8b05d43d,4,0.0040823105,0.025878968,0.22951819,0.32665086,0.41386965
fd71f9fb4,2,0.0351107,0.028256508,0.0509813,0.060484182,0.8251673
812240d28,3,0.02667461,0.28360808,0.31693414,0.18191001,0.1908732
534104c8e,3,0.01132114,0.22327128,0.43507108,0.3266446,0.0036918896
26dfe8b29,4,0.02605786,0.21176423,0.25794762,0.1705791,0.33365116
d9f772c36,4,0.010685886,0.07496641,0.19952013,0.22863348,0.48619413
853fc56da,4,0.028021343,0.23682395,0.30981,0.19652863,0.22881605
a015cce59,3,0.02442841,0.10865564,0.30918357,0.23818222,0.31955025
437b06047,3,0.030967146,0.38909128,0.2598556,0.13501295,0.18507305
bd8ce1096,2,0.075179495,0.41517687,0.33416167,0.14872685,0.026755098
b41cb9e51,1,0.011305277,0.19892769,0.45365793,0.2830386,0.053070467
5c30eceb2,3,0.023523808,0.27714804,0.27820718,0.19440094,0.22672005
e94f842c0,4,0.014101516,0.021076383,0.05573062,0.069337375,0.8397541
df59dd59f,2,0.009779416,0.5143182,0.3052945,0.14993773,0.020670103
2a9be9456,1,0.016645798,0.54209816,0.21325456,0.08803823,0.13996328
06cc44fad,3,0.051420074,0.4087385,0.31440607,0.17565385,0.049781505
2b0b80ef6,3,0.005679056,0.02112536,0.36522794,0.58947676,0.018490849
0e80de8ac,2,0.0051216637,0.025650734,0.39505258,0.5619938,0.012181283
5b59ef7ee,4,0.039288342,0.26260453,0.3579751,0.23390396,0.106228
002230dea,1,0.01438942,0.32635465,0.3955174,0.17882417,0.084914334
b6cea4edc,4,0.008739641,0.14903437,0.42188925,0.33841503,0.08192165
0063f83c9,1,0.052799623,0.43942332,0.25018772,0.1327712,0.124818124
4f1d86875,4,0.012199516,0.1323082,0.18828583,0.13825181,0.5289547
53cab4731,2,0.008476092,0.45091528,0.34487438,0.1837531,0.01198117
62b9cb163,3,0.005861084,0.14398193,0.5201648,0.3269241,0.003068055
7026f3191,2,0.054617852,0.22205563,0.1106131,0.07268597,0.5400274
a16c6d55d,1,0.016708985,0.28539342,0.40996677,0.2523575,0.03557336
61d4dc56b,3,0.005435786,0.15847388,0.39240074,0.4141578,0.029531777
779d50e4f,2,0.011599464,0.40457106,0.2886649,0.28601095,0.009153614
ee93b2d47,3,0.0066235443,0.037427414,0.44537875,0.4786083,0.031962037
a8a2aecc3,4,0.034570176,0.44032738,0.3026969,0.18534324,0.037062347
f904be121,2,0.0046445443,0.28679165,0.4308918,0.27144665,0.006225326
45af03266,4,0.022027068,0.1265484,0.18297228,0.15695433,0.5114979
96cbe1e48,3,0.038556706,0.23198026,0.35288325,0.17845756,0.19812216
15a06cb97,2,0.0067422376,0.15878439,0.4162036,0.40060177,0.017668057
07877aea7,2,0.003980832,0.018413866,0.22424413,0.4887438,0.2646174
7ee6fe581,4,0.0098375045,0.062211577,0.12621306,0.14700662,0.6547313
169184766,2,0.011680023,0.45334798,0.24581017,0.14597541,0.14318645
a0825ad18,0,0.005886722,0.06490034,0.38021144,0.43269083,0.11631068
8ac51d5ce,4,0.0061062537,0.20861295,0.2835222,0.21257408,0.28918454
02d9e61ca,4,0.0060085324,0.14808206,0.29440784,0.24768682,0.30381477
9f5636404,3,0.008871844,0.035465635,0.067167275,0.09278664,0.7957086
75fc7829e,1,0.019992424,0.6273947,0.22078988,0.099620506,0.032202527
1e7159da4,4,0.011226843,0.11153143,0.13860089,0.12018113,0.6184597
7cd5e5195,3,0.016435873,0.123994306,0.21121196,0.17731595,0.4710419
386e1a0fd,2,0.012565595,0.2024059,0.38163847,0.3744941,0.028895931
7a31d17c7,4,0.008430105,0.07634906,0.32887718,0.3588994,0.22744425
775da0afe,4,0.047059923,0.39573553,0.26792318,0.18124215,0.1080392
289d0bc8a,2,0.007820132,0.16629672,0.32295632,0.25639093,0.24653584
2e41f018c,3,0.006545425,0.074044265,0.3334565,0.54960537,0.036348425
eb6bb82fd,4,0.011277301,0.30046296,0.38440743,0.24981295,0.054039393
9a7a6f554,1,0.01653291,0.6291795,0.21755315,0.0887613,0.047973253
756eaf5eb,2,0.006469878,0.3396156,0.41434276,0.2324356,0.0071361978
3b901ae31,4,0.022874832,0.4545791,0.3225987,0.1672348,0.032712605
a83683f66,3,0.014422718,0.2886179,0.43740276,0.25496605,0.0045905607
82f899eaf,3,0.0057564527,0.056299634,0.38980663,0.43974772,0.10838955
de2460808,1,0.020541843,0.039810665,0.107369535,0.15980062,0.6724773
3feae3fb7,3,0.008429304,0.13111766,0.53505933,0.32200518,0.0033885567
07914c759,4,0.0069660572,0.026070053,0.1282952,0.20356113,0.6351075
77c9c2e64,2,0.006155616,0.19206929,0.32673752,0.31282172,0.16221581
e16fc7feb,4,0.04399068,0.42825595,0.3146202,0.18432407,0.028809108
e8a1f3d1b,1,0.007000934,0.2845151,0.4242693,0.27659303,0.007621713
155126a9f,4,0.028981514,0.30349025,0.35730872,0.29912642,0.011093075
ccd36a0f2,4,0.018349763,0.091533415,0.22404256,0.18507686,0.48099744
e9cfb355a,4,0.0057940423,0.09837299,0.35866106,0.39243636,0.14473554
a3e32d538,3,0.0055546556,0.050765395,0.1877133,0.2483186,0.50764805
9a8a8b6ea,1,0.08667466,0.43361598,0.19569969,0.11835181,0.16565791
c50926700,4,0.019055525,0.117590025,0.32598326,0.31091365,0.22645754
a0b92d7a2,1,0.016345797,0.058156755,0.12784672,0.15169382,0.64595693
