PetID,AdoptionSpeed,resnet_prob_0,resnet_prob_1,resnet_prob_2,resnet_prob_3,resnet_prob_4
af2ec000a,1,0.14149326,0.08970833,0.21546194,0.36162457,0.19171186
b2145e15d,1,0.08166805,0.29223707,0.3161379,0.1532854,0.15667164
f93ea9f9f,3,0.07717953,0.09113974,0.2757544,0.30189726,0.2540291
ae6a2116c,4,0.093546145,0.02159148,0.1472631,0.6964052,0.0411941
693a90fda,2,0.5834569,0.08492126,0.14927815,0.13787657,0.0444672
059d8d91f,4,0.07563371,0.11933764,0.22401088,0.27499,0.30602777
e801cb768,4,0.12343545,0.114486374,0.20886049,0.26389655,0.2893211
3ee76f8a2,3,0.12275834,0.067848615,0.4464069,0.26918858,0.093797594
48f8d1d90,2,0.07344183,0.22368139,0.32351363,0.25876853,0.12059466
356d41ee2,4,0.07876746,0.04749577,0.20089437,0.26672724,0.40611514
dba5f0e5c,3,0.1094667,0.206077,0.1968682,0.39180604,0.095782064
1e140177f,2,0.03358487,0.049659457,0.020182146,0.04591628,0.8506572
1c2d419ac,4,0.05907653,0.026881536,0.036058433,0.0708753,0.8071082
05d3e4d55,1,0.25826275,0.30115935,0.16958128,0.1718302,0.099166445
285758945,4,0.05643406,0.061301976,0.29636544,0.39293686,0.1929617
17d578acc,4,0.061336372,0.14019483,0.23807225,0.34010813,0.22028837
e3f51f5e0,2,0.052636016,0.22940452,0.30739397,0.3802998,0.0302657
5c94ecc07,1,0.19742292,0.10053571,0.31954816,0.20126145,0.18123181
56f9dbc59,3,0.37289828,0.27173853,0.18650533,0.102991596,0.0658663
fa1c96e93,3,0.09132938,0.26552397,0.31144035,0.2132802,0.11842608
98b1b003d,2,0.24501695,0.23717438,0.24355948,0.20524792,0.069001324
907fc239e,4,0.066293426,0.071540415,0.14426224,0.36705676,0.3508471
bf497e792,3,0.06032847,0.15753666,0.29059997,0.22976777,0.26176715
998de7b77,4,0.09493876,0.089796655,0.22467197,0.32456312,0.2660295
9b09114c4,2,0.108177364,0.082987204,0.15157846,0.46820724,0.18904972
ddd926335,4,0.07770084,0.059750095,0.32284826,0.2810438,0.25865698
a0eec326f,4,0.2,0.2,0.2,0.2,0.2
b21dea224,2,0.2,0.2,0.2,0.2,0.2
96b7978d2,0,0.1271375,0.26013145,0.31373632,0.13587847,0.16311632
43c43bfed,4,0.084211744,0.08186032,0.46797854,0.2807763,0.08517321
b16c55a91,2,0.08963687,0.04540358,0.25324082,0.39511037,0.21660836
30eb1004f,3,0.085532695,0.05223405,0.16977015,0.22485572,0.46760744
75c84313d,2,0.05815747,0.19740276,0.22076036,0.3250105,0.19866888
a4e103d6d,4,0.14427689,0.18347915,0.28423876,0.17828849,0.20971674
987095c9c,2,0.15953362,0.29616213,0.1514178,0.3259064,0.06698012
55f8f6120,3,0.06267288,0.48745522,0.39979672,0.03437546,0.015699856
03f65bdd3,1,0.08066377,0.07492944,0.2625947,0.32383397,0.25797817
4450385b4,1,0.04310214,0.11548116,0.48765007,0.3167008,0.037065767
57aecbbcf,3,0.10634718,0.06714879,0.26644996,0.30178612,0.25826794
cc068a979,4,0.15871549,0.19466437,0.20261058,0.2021597,0.24184978
2691a20c0,2,0.17984107,0.018101724,0.07369747,0.1907895,0.53757024
c03fe7452,2,0.10900532,0.15510757,0.21344323,0.3029084,0.21953547
1b08020b7,4,0.14914642,0.12985131,0.29688814,0.29215154,0.13196261
0fa39858f,2,0.07240078,0.091934666,0.15570512,0.55108005,0.1288794
6138cd70d,2,0.07359477,0.34953406,0.33420783,0.1913832,0.051280096
fdb03c163,3,0.10626324,0.09257138,0.12594832,0.36394343,0.31127355
b5f846518,0,0.11350593,0.2259006,0.36633453,0.12612365,0.16813527
6146d435c,2,0.12169318,0.09636522,0.09969863,0.11798028,0.5642627
d005caf41,2,0.067241944,0.02679275,0.06153919,0.20971479,0.6347113
b6684c4b7,3,0.06362011,0.04382313,0.15014896,0.23991567,0.50249213
3828225de,2,0.081192,0.0349629,0.14997433,0.11110508,0.62276566
b9f8cf52a,3,0.09059611,0.06861607,0.16596265,0.25041664,0.42440856
c001a0b58,2,0.08890608,0.25674748,0.36558193,0.20877963,0.07998484
cf98480e0,2,0.1752962,0.3435696,0.14842913,0.19230208,0.14040299
3f5ec6144,2,0.12306549,0.28771192,0.45864123,0.070713714,0.0598676
181c10e45,1,0.1497211,0.19443464,0.26047727,0.19190572,0.20346129
1a983eced,2,0.08530626,0.33821753,0.27638227,0.08033371,0.21976021
f0c26af32,4,0.08396936,0.0814853,0.1516758,0.23970337,0.4431662
0f366f264,2,0.118060894,0.043869104,0.11572086,0.7160076,0.006341582
c2aeb6a1f,1,0.18529323,0.10216771,0.37269604,0.21182862,0.1280144
03c323fcf,3,0.14230093,0.08058071,0.24092223,0.46955797,0.06663814
8071fcc9c,1,0.047806755,0.06455128,0.05264664,0.16115013,0.67384523
e129ff4a1,2,0.064569265,0.38406557,0.31474006,0.13938233,0.09724281
aa03b987e,2,0.16141263,0.21756643,0.22680531,0.25064868,0.14356695
d0e2179a6,4,0.08019662,0.09639051,0.15920457,0.1837428,0.48046547
b4fafe948,4,0.116488904,0.30467242,0.32158956,0.1335348,0.12371429
70a90deaf,2,0.098822,0.08061842,0.18526718,0.27400777,0.36128464
cbe4be41b,1,0.05603006,0.40016276,0.2617293,0.11212038,0.16995746
d5df34957,3,0.15523039,0.17644978,0.25794342,0.2146646,0.19571184
5b11611ff,1,0.26668727,0.243222,0.20868358,0.18683797,0.094569206
e4277c6de,3,0.09287362,0.17808448,0.22312514,0.25082698,0.2550898
7c559dedd,2,0.06584153,0.06077418,0.1063086,0.32962924,0.43744642
3b6f9b47b,3,0.056767415,0.305984,0.28451297,0.28548712,0.06724859
f99af9837,1,0.10706106,0.345513,0.4062202,0.092089824,0.049115956
897fde926,2,0.07736361,0.23564985,0.2366892,0.36555687,0.08474047
9945b5ac5,2,0.105294526,0.07633772,0.24748191,0.40037185,0.17051396
daa543c46,3,0.095961,0.27517533,0.3185084,0.229469,0.0808862
364e3ac89,4,0.16975395,0.13027225,0.15114671,0.22046076,0.32836634
cc195b43d,4,0.14996687,0.074302435,0.18720147,0.10931035,0.47921884
87a243fe6,2,0.062227678,0.22986715,0.33562034,0.23055917,0.14172567
ae64cc2e7,4,0.080723874,0.022361547,0.059116542,0.090018265,0.7477797
4aa9a342e,0,0.16331616,0.31960145,0.2805022,0.1752547,0.0613255
98c265a0f,4,0.0712226,0.06532563,0.13597593,0.13440304,0.59307283
33dc6b53a,4,0.17302418,0.2809797,0.22742766,0.103984244,0.21458422
a5a4898db,3,0.12308137,0.13345098,0.20856495,0.3712592,0.16364345
efbd4c1e6,3,0.09105081,0.17233606,0.17674772,0.19987108,0.35999426
5360d72a3,2,0.07822237,0.10913259,0.22728185,0.43944293,0.14592026
699a81c51,0,0.20646538,0.27009502,0.15867652,0.31693,0.047833096
3a97c693e,4,0.112430856,0.16399582,0.27272698,0.20197329,0.24887305
89c8b19eb,1,0.22200163,0.25935024,0.23693512,0.20565972,0.07605326
532ccd0c5,3,0.14321478,0.21583228,0.24900739,0.14147027,0.2504753
ed1f38a40,3,0.09212786,0.032418974,0.17163494,0.38037068,0.3234475
4f7bfcb68,4,0.119220965,0.08848941,0.14568673,0.22351485,0.42308798
13eafff41,1,0.4714773,0.21090917,0.10370898,0.11897553,0.094928935
b5aa74c6a,3,0.09876091,0.11854463,0.3069025,0.2437898,0.2320022
4bcc9f10a,1,0.2558167,0.42481735,0.19224527,0.09281255,0.034308165
c8daba029,4,0.124280564,0.12626852,0.32744238,0.14681251,0.27519608
650a1a505,1,0.13768329,0.14628902,0.31032458,0.23230891,0.17339411
f6ec35f31,4,0.056791503,0.07207217,0.12773189,0.20642021,0.5369842
bb15b64ea,2,0.0718368,0.0734382,0.41356054,0.31727502,0.1238895
ad66b0f44,4,0.06530374,0.12527843,0.16941607,0.13084269,0.509159
7feb1774c,2,0.10267075,0.10729417,0.13328013,0.18962002,0.46713498
49c216bf8,4,0.027356476,0.014017878,0.09066349,0.78938794,0.07857413
e4aadf23c,4,0.064015366,0.07555142,0.28715393,0.45467025,0.11860902
98686f3bc,4,0.061531413,0.025454637,0.04334916,0.16879117,0.7008736
7cfb6fe9c,1,0.1522311,0.26845023,0.31689945,0.19400986,0.068409376
bba3070ad,4,0.08082061,0.059375543,0.13703482,0.45530498,0.267464
9166a802a,3,0.07748236,0.24653417,0.30559263,0.162141,0.20824985
937c2e14f,4,0.07849247,0.021422531,0.027011942,0.2957578,0.5773153
42eac4984,1,0.12693846,0.10250135,0.43819994,0.14378159,0.18857867
326355730,2,0.1567371,0.08558005,0.21858966,0.46151325,0.07757985
beb93c6ab,4,0.14190409,0.15376419,0.14529696,0.3065628,0.25247198
8d7eff0cc,3,0.04892663,0.06631386,0.30760694,0.5019231,0.0752295
c879064dc,4,0.08166923,0.05960478,0.15756571,0.27093962,0.4302207
96d7ed5de,4,0.06282897,0.014441337,0.07242504,0.15668696,0.6936177
f27974780,1,0.07420768,0.21279934,0.2603495,0.30464894,0.1479945
1c3f79b11,4,0.08452718,0.081926554,0.21242756,0.39545694,0.22566177
1c8b66066,4,0.07267436,0.021741034,0.21757556,0.32332706,0.364682
0db02527a,3,0.08639066,0.09112428,0.3635407,0.2071424,0.25180194
83b2fae5e,4,0.06130564,0.040308416,0.19352525,0.12121754,0.58364314
370d9c1ba,4,0.048325118,0.022586942,0.09007955,0.14634153,0.6926669
2e73c3dc3,4,0.07278723,0.024416413,0.13842131,0.3546165,0.40975854
5328a3ad8,2,0.090089306,0.09915654,0.28665993,0.14476588,0.37932834
45f9a9f66,1,0.09661499,0.23427044,0.47323927,0.16886227,0.027013043
cf8250644,1,0.09274706,0.10944295,0.25627047,0.17057495,0.37096456
af1b915b3,4,0.06940112,0.08269805,0.4474436,0.36305928,0.03739799
cf78e66fd,2,0.014675897,0.8413726,0.10733476,0.02573186,0.010884921
bd2ad0f9d,1,0.12532702,0.2664517,0.27707946,0.27643758,0.05470423
c78cc1272,4,0.08195612,0.1371167,0.31263965,0.35896856,0.10931899
bf87b176d,4,0.07548943,0.033938643,0.15898903,0.21476081,0.5168221
df6205194,3,0.080975026,0.05899722,0.124696046,0.20064032,0.53469133
226e8fe7c,4,0.05902582,0.07966097,0.20642315,0.2407446,0.41414544
d89ce4c76,1,0.11429425,0.19288063,0.24078235,0.37692803,0.075114764
21579dbcc,1,0.08051744,0.20450713,0.16310701,0.32800043,0.22386804
f83096577,1,0.12719756,0.15947658,0.20570731,0.29428282,0.2133357
ffe0f06ab,2,0.06767266,0.45684785,0.24251163,0.04773005,0.1852378
758a6def9,2,0.063561045,0.33141387,0.41956055,0.14214079,0.043323707
5e74dfc90,4,0.07116387,0.045300815,0.2277096,0.23556967,0.42025605
3105b0012,1,0.12991655,0.06716028,0.33242917,0.35134384,0.11915024
4ad400ba0,4,0.13180405,0.1617462,0.29131562,0.18974791,0.22538622
ba3ee71f8,4,0.09100632,0.1677681,0.33697578,0.20868674,0.19556303
bb0dddcf2,4,0.0769953,0.18106703,0.27624524,0.19608708,0.26960528
33aa18b41,1,0.08099631,0.2869291,0.26123595,0.22359021,0.1472484
dcd93c794,3,0.069489345,0.34980798,0.28369838,0.18647459,0.11052976
7ddf00d90,4,0.076085284,0.055285957,0.24575625,0.3202919,0.30258068
0792dbfa4,3,0.05318826,0.028860118,0.17743826,0.19423181,0.5462815
554c80a2a,3,0.0313816,0.030110946,0.3193195,0.60634685,0.01284115
8d8895245,3,0.08266147,0.08574473,0.31149498,0.28599218,0.23410664
70112a1b9,2,0.13511953,0.43224886,0.23218665,0.14087991,0.059564985
9f2dd031a,4,0.04483948,0.0259511,0.113207355,0.21370836,0.60229367
6aee1d8da,3,0.13472015,0.3951919,0.30536202,0.08551842,0.079207554
417c09a08,2,0.13086122,0.13850243,0.19803022,0.43237412,0.10023197
685b2cbe4,3,0.04481466,0.18589479,0.39670753,0.117284425,0.25529864
ef896feeb,4,0.050575193,0.020898392,0.07766592,0.30615145,0.5447091
c8c7ef646,2,0.1476515,0.15676373,0.2335492,0.2888049,0.17323062
387a8e71a,1,0.07407035,0.14633864,0.2994621,0.2596695,0.22045937
77bb4ce3a,1,0.11847331,0.15771624,0.26764584,0.27241224,0.18375234
799cbc9e1,2,0.096811265,0.2293868,0.1942223,0.18348016,0.29609945
b477ad589,3,0.1250906,0.036025476,0.073058285,0.30046162,0.46536407
02fee7295,2,0.06720329,0.14648117,0.19800426,0.24756598,0.3407453
1e7a3b766,1,0.0595285,0.32039693,0.23577769,0.23119617,0.15310077
5f20dde82,1,0.24243182,0.38233575,0.22680867,0.115783155,0.0326406
4ce620a7a,1,0.14626351,0.07458563,0.3759212,0.24774188,0.15548776
a9e4d6df7,3,0.10763007,0.11793824,0.24115956,0.37453255,0.15873958
d7a002088,1,0.09284664,0.2412628,0.2701702,0.33113667,0.06458362
189a8292b,4,0.1173251,0.16658425,0.26363555,0.19853736,0.2539177
ba2d4e877,2,0.11021799,0.19742247,0.24391817,0.41015992,0.038281437
be36182ea,4,0.09373411,0.12121215,0.43110043,0.21727094,0.13668233
d8b05d43d,4,0.08346147,0.03519058,0.083743826,0.29130918,0.50629497
fd71f9fb4,2,0.038419344,0.06058141,0.2601785,0.59397805,0.04684267
812240d28,3,0.29984808,0.23404193,0.22448474,0.13661891,0.10500632
534104c8e,3,0.067478776,0.050244004,0.14696051,0.50202453,0.23329216
26dfe8b29,4,0.105104424,0.3703672,0.20027427,0.13958377,0.18467028
d9f772c36,4,0.09184376,0.017967477,0.10580458,0.45598048,0.32840365
853fc56da,4,0.07594007,0.16458133,0.13279179,0.15830652,0.46838027
a015cce59,3,0.21226192,0.11683643,0.30076572,0.27782348,0.09231247
437b06047,3,0.15778786,0.0675359,0.16790964,0.31717476,0.2895918
bd8ce1096,2,0.06178027,0.09351621,0.36716473,0.25619718,0.22134157
b41cb9e51,1,0.23852755,0.3204063,0.14793348,0.12850331,0.16462931
5c30eceb2,3,0.088348635,0.058323644,0.23141485,0.24897371,0.37293917
e94f842c0,4,0.20547742,0.12660255,0.22163568,0.36039305,0.085891314
df59dd59f,2,0.09530163,0.11339474,0.20411618,0.3262215,0.260966
2a9be9456,1,0.099693336,0.17083591,0.27302834,0.17365332,0.28278908
06cc44fad,3,0.14221989,0.2636984,0.31758955,0.18609166,0.09040048
2b0b80ef6,3,0.021361204,0.020717472,0.19379815,0.7418168,0.02230633
0e80de8ac,2,0.06899675,0.12796223,0.4112559,0.14651255,0.24527252
5b59ef7ee,4,0.14158966,0.07334263,0.19974352,0.42972583,0.15559837
002230dea,1,0.14338957,0.20971458,0.23459475,0.27924356,0.13305758
b6cea4edc,4,0.13786884,0.15253241,0.23294641,0.2602435,0.21640885
0063f83c9,1,0.19118123,0.18508159,0.22492306,0.2109584,0.18785572
4f1d86875,4,0.06634353,0.15664543,0.36427546,0.32405263,0.08868303
53cab4731,2,0.078210615,0.081279024,0.078435294,0.2232914,0.5387836
62b9cb163,3,0.1000267,0.19490148,0.21866183,0.22857068,0.25783932
7026f3191,2,0.08884872,0.079062276,0.20095827,0.31117424,0.3199565
a16c6d55d,1,0.09118499,0.21951711,0.23065653,0.1740662,0.2845752
61d4dc56b,3,0.09633991,0.057436243,0.20491743,0.32755435,0.31375206
779d50e4f,2,0.06713455,0.019164061,0.059116002,0.17239942,0.682186
ee93b2d47,3,0.09291199,0.057067104,0.13865368,0.32824758,0.3831196
a8a2aecc3,4,0.10448183,0.3940913,0.25100166,0.12523703,0.12518811
f904be121,2,0.11703908,0.1983584,0.31044677,0.22109126,0.15306444
45af03266,4,0.08847259,0.11911587,0.14767015,0.27402696,0.37071443
96cbe1e48,3,0.11719497,0.11187687,0.26292482,0.2965857,0.21141759
15a06cb97,2,0.1241875,0.22383654,0.28282556,0.24941829,0.11973211
07877aea7,2,0.11183483,0.23177864,0.22019494,0.17702341,0.25916815
7ee6fe581,4,0.061991554,0.18056487,0.31608984,0.16376522,0.27758852
169184766,2,0.06733309,0.17063077,0.2526895,0.38530546,0.12404117
a0825ad18,0,0.03804924,0.116572104,0.12559143,0.54564416,0.17414308
8ac51d5ce,4,0.026834276,0.064183764,0.42429212,0.44989577,0.03479402
02d9e61ca,4,0.079388715,0.098584,0.31548685,0.17307575,0.33346468
9f5636404,3,0.078941256,0.1460855,0.2077643,0.30153602,0.26567292
75fc7829e,1,0.037056863,0.109492734,0.25794885,0.21950035,0.3760012
1e7159da4,4,0.10393374,0.05221269,0.12452838,0.41520125,0.3041239
7cd5e5195,3,0.10251611,0.05830269,0.22458188,0.18190014,0.43269917
386e1a0fd,2,0.056410063,0.029151062,0.116018936,0.54257125,0.25584865
7a31d17c7,4,0.07987231,0.056887392,0.28946283,0.5506466,0.023130946
775da0afe,4,0.098055825,0.1122022,0.47772396,0.11198783,0.2000302
289d0bc8a,2,0.092974454,0.1229076,0.32748738,0.34966335,0.106967226
2e41f018c,3,0.11337046,0.14543094,0.28315637,0.27688208,0.18116017
eb6bb82fd,4,0.08169539,0.07347712,0.0884888,0.25197986,0.50435877
9a7a6f554,1,0.2,0.2,0.2,0.2,0.2
756eaf5eb,2,0.12388738,0.33138597,0.27058727,0.17918581,0.094953604
3b901ae31,4,0.075358085,0.31066793,0.25099605,0.24581854,0.1171594
a83683f66,3,0.10944878,0.13747236,0.19501086,0.23455392,0.32351407
82f899eaf,3,0.15602478,0.11988263,0.31513795,0.30523056,0.103724115
de2460808,1,0.12680404,0.15818624,0.23706022,0.23989366,0.23805584
3feae3fb7,3,0.059741776,0.13087319,0.43931586,0.32034156,0.0497276
07914c759,4,0.07293611,0.038415868,0.15948224,0.22449309,0.5046727
77c9c2e64,2,0.08002297,0.19308144,0.24538265,0.3919922,0.089520715
e16fc7feb,4,0.12337626,0.21727341,0.21207196,0.2827905,0.1644878
e8a1f3d1b,1,0.04229552,0.055814013,0.30767876,0.55876887,0.035442915
155126a9f,4,0.07854011,0.14666508,0.26961845,0.37327868,0.13189772
ccd36a0f2,4,0.18158643,0.073275805,0.30431354,0.31016412,0.13066015
e9cfb355a,4,0.15492089,0.011013433,0.06962404,0.25461197,0.5098297
a3e32d538,3,0.09569366,0.09763566,0.27827394,0.17592347,0.3524733
9a8a8b6ea,1,0.039755505,0.024987927,0.11421084,0.124232225,0.6968135
c50926700,4,0.082307905,0.045513958,0.10550712,0.24213302,0.524538
a0b92d7a2,1,0.09277924,0.24862374,0.44954044,0.11668418,0.09237242
47fc12331,2,0.07477187,0.43401018,0.20394692,0.16744503,0.11982592
1d1c1d51d,3,0.051392112,0.017804053,0.0695196,0.25179017,0.6094941
2b6fe231b,3,0.26244614,0.22146091,0.17877619,0.15329853,0.18401824
0cda0894a,4,0.08581943,0.09290124,0.18076783,0.3531834,0.28732806
6154a6716,1,0.16409527,0.09465857,0.2787609,0.27356946,0.18891574
10fa4505d,3,0.09774632,0.20015147,0.21301971,0.39964235,0.08944012
7bc54baef,4,0.13227396,0.48307082,0.15745357,0.12862757,0.09857403
ebd3ef2f9,3,0.05191389,0.09682704,0.45968592,0.3172444,0.07432874
85e72abd0,1,0.38195276,0.21150158,0.25002745,0.085211314,0.07130689
f5fc7d4a5,4,0.08874312,0.14043298,0.23221417,0.26526165,0.27334806
e7c1eb9ec,3,0.046323944,0.020551106,0.10772118,0.5683509,0.25705293
abadb839a,4,0.121896885,0.00937447,0.10927433,0.14567792,0.6137764
c5aeec694,1,0.0605503,0.36003065,0.23625803,0.28600094,0.057160158
fe16bb525,3,0.08747245,0.2501958,0.27153766,0.24664378,0.14415024
7f5cb9583,1,0.12456616,0.33986896,0.2668476,0.18317218,0.08554508
6d87736bc,1,0.14507027,0.3528535,0.18967752,0.15744346,0.15495524
66b206dbe,0,0.09459317,0.030415175,0.25801128,0.38907415,0.2279062
46feadc45,1,0.14910069,0.37897068,0.22051801,0.1948632,0.05654736
18dab2783,2,0.02714618,0.030224664,0.16499643,0.17410086,0.6035319
f45171393,4,0.13922463,0.061239474,0.14416558,0.28786477,0.36750552
35178a75a,2,0.17094193,0.10039108,0.26339862,0.2405843,0.22468401
66eb1d49b,4,0.09785033,0.10649249,0.1548322,0.49053645,0.15028849
4a311c6dc,4,0.2,0.2,0.2,0.2,0.2
36bec0c95,3,0.071639165,0.023972696,0.20603344,0.39762494,0.3007298
b48d47214,4,0.079532765,0.30618566,0.12198566,0.14457889,0.347717
1f983f20b,3,0.08838919,0.20561832,0.18824722,0.32653195,0.19121332
183160bf0,4,0.09166366,0.15913641,0.3262478,0.31744787,0.10550423
073f265c3,1,0.19295947,0.23555107,0.30034265,0.15244913,0.11869763
6120ace5c,2,0.048705358,0.0857052,0.48451686,0.22619279,0.15487981
f08503742,2,0.17571868,0.13081437,0.1618434,0.2931828,0.2384408
acb248693,3,0.2,0.2,0.2,0.2,0.2
d4c153877,1,0.095473036,0.34336424,0.34701613,0.110797994,0.10334864
99daba941,4,0.115126856,0.12862155,0.16936937,0.39753875,0.18934345
0b051c8b3,3,0.047470924,0.057400826,0.2664576,0.23774564,0.39092502
d5053eb47,3,0.09598368,0.10818773,0.25168222,0.20743921,0.33670712
b2b5ee33a,3,0.098785356,0.23984031,0.28119582,0.17919043,0.20098814
0a76a6cf3,2,0.10915584,0.08129616,0.1319406,0.23876776,0.4388396
e4f7394ef,4,0.056035064,0.05201591,0.22314873,0.35080257,0.3179977
a8cfb849e,3,0.082004875,0.17708664,0.29515257,0.36222178,0.08353411
ec15875ea,3,0.09409332,0.36732608,0.36955687,0.10477923,0.06424445
f9347cf8e,0,0.078684784,0.037295315,0.19460411,0.15196541,0.5374504
dfb0b0928,4,0.08927333,0.08522941,0.16872674,0.31526032,0.34151024
ec2c40301,1,0.12661771,0.22361434,0.17484963,0.26092187,0.21399638
a6fbe0f38,3,0.057869766,0.14773953,0.43802834,0.18618362,0.17017868
c9d24314b,1,0.07608622,0.091631174,0.18841198,0.32928368,0.3145869
abd7a3201,4,0.11829823,0.06261334,0.24031463,0.13579525,0.44297853
5944cef68,1,0.32257694,0.07839741,0.27828243,0.22524998,0.09549334
05a05d562,1,0.14622626,0.18598558,0.24557637,0.24414912,0.1780627
44db1cade,4,0.088651426,0.17915736,0.38446778,0.23568481,0.112038545
a56d6eceb,2,0.25658625,0.31535828,0.25641403,0.12377692,0.047864504
8e5356302,4,0.09206064,0.09607092,0.1578248,0.17593631,0.4781073
2d00520ed,3,0.065284535,0.10051848,0.31405973,0.2996088,0.22052847
36010cec4,3,0.083805434,0.11126267,0.25225767,0.22910228,0.32357195
f336dbe0f,4,0.032989006,0.076030545,0.45495462,0.27554002,0.16048582
076d6f830,2,0.33768034,0.23998965,0.2067048,0.19989322,0.015731946
0b3b23c20,4,0.068199635,0.061493017,0.09312686,0.32568017,0.4515003
5ae7359ab,2,0.16202417,0.1528132,0.32172132,0.22292542,0.14051591
c6bb64d82,3,0.11373925,0.22169614,0.20196936,0.288019,0.17457622
eb64e3d68,2,0.086352654,0.28667232,0.26199058,0.2644694,0.10051504
6d2c3b550,2,0.09742405,0.2667728,0.29717097,0.32006568,0.01856649
fdc472b2e,1,0.22105584,0.34000397,0.2127907,0.14070617,0.08544338
ad6cfec5c,1,0.11941876,0.1453412,0.3308749,0.1935355,0.21082966
a2c44e0b3,4,0.052733064,0.12302783,0.28230187,0.37932265,0.16261464
4f1d0410d,2,0.08687725,0.13189515,0.23876566,0.41639525,0.12606665
9ee623346,1,0.1384277,0.11958278,0.1398203,0.5241454,0.07802384
5163abb6e,3,0.08096291,0.13377923,0.23475942,0.35358086,0.19691756
77d4eba90,3,0.110229164,0.15096918,0.11844283,0.25055224,0.36980662
3f53ec8cd,4,0.1276585,0.03680393,0.33561763,0.36120975,0.1387102
59c3497c1,4,0.09302566,0.38108847,0.24485072,0.21571107,0.06532401
b1be2a9e8,4,0.20930967,0.049925517,0.11767537,0.22259828,0.40049118
56b63bfb3,3,0.08991017,0.065479256,0.19152191,0.30991286,0.34317577
8fcdf3368,3,0.09525614,0.18897179,0.30124885,0.30584347,0.10867975
edba94b45,4,0.10038437,0.08763166,0.14746925,0.2636395,0.40087518
78551abb5,1,0.08779769,0.11721994,0.22759096,0.3338623,0.23352912
622f08247,2,0.02953931,0.08880046,0.4621854,0.28992635,0.1295484
9dd1cdd52,4,0.07279037,0.12394661,0.090943635,0.1780445,0.5342749
0dbb0a012,4,0.06976229,0.11115369,0.13407697,0.14055432,0.5444527
50b022696,3,0.13383277,0.51656514,0.20779599,0.1204291,0.021376958
8f6a4a76a,1,0.08532833,0.06824594,0.22729367,0.41328743,0.20584466
70aeba909,3,0.047335234,0.0142334495,0.09079662,0.7748466,0.07278812
ff5e30380,4,0.20084198,0.14839561,0.15780634,0.18156305,0.31139308
649930cc8,4,0.08274837,0.0995702,0.21539411,0.32568204,0.27660528
acb9e48ff,2,0.12310208,0.120935656,0.19537592,0.32660866,0.23397772
72b0d2b06,4,0.1854224,0.18025035,0.15010923,0.29454613,0.18967192
a9f2b6e32,3,0.05531378,0.03571326,0.17999943,0.46585825,0.26311532
fe3fe601e,2,0.05442576,0.09466699,0.14830986,0.3476752,0.35492224
400c2ccab,2,0.052518193,0.044354502,0.27957729,0.48834297,0.1352071
f01b64ff7,4,0.04634764,0.16828519,0.17717054,0.48060107,0.12759557
962c84aa9,2,0.07693641,0.024361292,0.28593266,0.49417174,0.118597895
2099c09a0,2,0.0875642,0.04547487,0.21384913,0.40794384,0.245168
823fe0bbd,4,0.16919775,0.20233023,0.4098174,0.19972906,0.018925617
85ff0f493,2,0.052551206,0.048708837,0.07559843,0.17094702,0.6521945
cfd4c95d9,2,0.07138061,0.08596491,0.107298955,0.14074942,0.5946061
c8c3eb092,1,0.11992254,0.16401476,0.3727848,0.24283402,0.10044396
59e6d1d66,1,0.057323087,0.36828598,0.3209112,0.20621176,0.04726796
382d948b1,3,0.06969857,0.040451854,0.16390425,0.594726,0.13121934
3ebb0dd45,2,0.119619936,0.16583273,0.2518789,0.17634496,0.2863235
eda8eecc6,3,0.092547834,0.027225329,0.1404443,0.18716955,0.552613
98fc3ff8e,1,0.14578433,0.04642137,0.28390288,0.24850771,0.2753837
b52c73ef1,3,0.10663651,0.14729078,0.27574283,0.2084499,0.26187998
d2d48985e,2,0.12147721,0.45301688,0.15918736,0.22218083,0.044137783
22987c7fb,2,0.071301654,0.17957488,0.18617117,0.44296375,0.11998858
f3c42e04b,4,0.06323307,0.04494125,0.16647495,0.19530326,0.5300475
0a98163c8,4,0.0888591,0.07266736,0.25182307,0.1728457,0.41380477
ef9196721,2,0.13033693,0.19006154,0.120760195,0.26538965,0.29345167
f7754af59,4,0.2,0.2,0.2,0.2,0.2
de6c0126b,1,0.100237176,0.15358923,0.3043507,0.33313093,0.10869194
2b6e5343e,2,0.06704226,0.1340066,0.26768586,0.14867622,0.38258904
38fd4509d,3,0.026674012,0.024573253,0.1579076,0.7577621,0.033083074
9ea3739e8,2,0.10380321,0.13586177,0.282702,0.23880063,0.23883238
2fd882044,4,0.093358904,0.082529984,0.17445411,0.1977067,0.4519503
f64329201,4,0.15075961,0.121094406,0.2867733,0.17482002,0.2665527
61b6e170c,3,0.20787315,0.4438439,0.25775665,0.07008928,0.020437019
c11df559d,4,0.07238138,0.04675575,0.2062457,0.28727156,0.38734555
c6ce1ed64,2,0.40845504,0.3246317,0.14857961,0.07734246,0.040991116
8b8229f52,1,0.09541206,0.3090233,0.15706487,0.2627774,0.1757223
a3f6438ea,1,0.6424049,0.1015285,0.11758927,0.061171833,0.077305436
201aad926,3,0.081837535,0.26657197,0.2715643,0.20961818,0.170408
094c2c3bf,3,0.054631665,0.052117176,0.2931808,0.48313743,0.11693287
de0a86ccf,3,0.076458305,0.14103521,0.48100477,0.1584319,0.14306979
